reviews,recommendation,location
She is very gentle. She treated her patients very politely. She listen the problem very carefully and suggested best medicine. I like the most thing that she is available over phone in odd hours. She is very responsible to her duty.,I recommend the doctor,Delhi
The doctor explained the health issue very patiently and she was very friendly at the same time disciplined enough to explain about the medicines. Have recommended her to my circle too. Really satisfied with the after services as she messaged about the recovery too. Her fees is also very economical and also the time of appointment was justified too. Very much satisfied with doctor Leena and she's a very good person at heart. My kids love her too as they are no more afraid of going to doctors. Wish her all the very best from our family for her success. May she keep on doing the good work Nd achieve lots of success and all her dreams come true. Regards ,I recommend the doctor,Delhi
As it was my first time to visit the clinic. But I am satisfied with the kind of suggestions by Doctor. ,I recommend the doctor,Delhi
"** ***** ***** ** *** ** *** **** ******* * **** ***** She was available over phone in odd hours when we were in Australia last week. She has diagnosed Bells palsy over phone and prescribed us to visit the doctor in Australia as soon as possible. She has followed up by herself about our visit to a doctor. Definitely, i will recommend her for all general treatment to my family and friends.  ",I recommend the doctor,Delhi
"I not felt that I was talking to a doctor she was more like a good friend to me and her way of explaining everything about my health issue and about my all the problems were very good ,Dr leena is very nice and decent dr I have ever meet in my life .",I recommend the doctor,Delhi
I strongly reccomend her as a good physician. I am totally satisfied with the treatment she also available on phone when you have any emergency.  Very friendly with patients and explain very well! ,I recommend the doctor,Delhi
she is very nice by nature....her talking way was very nice she is awesome i like her clinic..it was well mannered....ambience was too clean   good....,I recommend the doctor,Delhi
"** ***** ** **** **** ****** ***** **** *** ********* I feel she is very nice person, she treat to patient well menor. Avoid nessary test if not required. She is very helpful advice to patient on WhatsApp also if required.",I recommend the doctor,Delhi
My experience with doctor is best.she explained my issues very clearly.Doctor didn't give much medicine she only suggest me to take proper diet.,I recommend the doctor,Delhi
Dr. Batra approach to patient problem is highly satisfactory. The patient was made to understand the problem so that the patient could take next decision with better clarity of mind. Highly recommended.,I recommend the doctor,Delhi
Very nice doctor. She listens carefully *** **** ********** *** **** ********** Can trust her completely. ,I recommend the doctor,Delhi
** ***** ** ***** ************* *** tries to go into the real cause of the disease. I was quite satisfied with the way she handled my fever for which i had no idea why it had occurred. She was very friendly towards us. All the blessings!! ,I recommend the doctor,Delhi
"Happy to see doctor like her.satisfactory advice hope doctors should like her, advises are perfect and support is also cool",I recommend the doctor,Delhi
"She is a very good doctor, explains very nicely and i got treated for my problem. I would recommend and rate her a 10/10. Thats how a good doctor should be with their patients.",I recommend the doctor,Delhi
Dr. Leena Batra is  a very nice as a person and friendly behavior that most Important thingIn a doctor and I most like her. I am really very satisfied by her...,I recommend the doctor,Delhi
I am really very happy that Dr. Leena Batra has clinic in our area as nearby no decent Doctor available. She is soft spoken and Treatment is very satisatisfactory.,I recommend the doctor,Delhi
Doctor was very friendly and good treatment.Doctor available on phone and WhatsApp for advice. Recommended,I recommend the doctor,Delhi
She was so friendly and helpful. I was there for the pain in the leg of my mother after the treatment my mother was feeling well after two days. I personally advice to visit at the clinic because she is very good doctor,I recommend the doctor,Delhi
"She is really a very good docter. The way she listen the problem of patient and explain everything about problem and treatment, really appereciable. Her friendly nature is also countable.",I recommend the doctor,Delhi
"Good and happy I am completely satisfied, my ear fine and more better health, Dr friendliness.Thank you ",I recommend the doctor,Delhi
